Date,Stock_Price,Trading_Volume,Market_Sentiment,GDP_Growth
2020-01-01,100.99342830602247,533.0928421299707,41.5921145011628,2.328708301824106
2020-01-02,99.92985153455844,2983.854203090604,55.04716399386471,2.0803773445346674
2020-01-03,101.70808634311378,734.9816961283507,51.554385561545786,2.2378054630416333
2020-01-04,103.66499611107598,3953.890568041111,52.31282888484906,1.8616622019439468
2020-01-05,100.35670381994639,1182.2959786262911,45.554796400237265,1.8797386246735204
2020-01-06,100.56260695018842,2791.352867227681,46.88639854097267,1.4629300074906162
2020-01-07,104.39492205754392,4340.67463150376,60.541354676425826,2.2501383149220264
2020-01-08,102.9766759346966,2064.2709759965323,48.129027026804586,2.323124948387431
2020-01-09,100.70781155200248,4368.496088885442,60.343075209235174,1.9065753567419188
2020-01-10,102.93642747189693,411.3279187695813,51.103385997505676,1.9685707991666401
2020-01-11,101.12856180961451,612.77893023815,52.58640322976914,1.870738693764073
2020-01-12,101.32751992005905,826.3654098194187,58.182631705490515,2.1001914044567145
2020-01-13,102.94592844592785,297.8691983927077,59.4456385229789,2.2507963426722752
2020-01-14,98.83786012017812,4392.98463514924,52.78696970864694,1.6794041002740934
2020-01-15,99.41634404982796,3715.967500394503,51.654116446903544,2.1119943448113467
2020-01-16,101.9426565228169,1044.2482254219267,53.56942939680554,1.9769198703808288
2020-01-17,101.24186454015165,6559.842727915843,55.79187763853297,2.057080091794498
2020-01-18,104.09551077481855,1332.1177133440074,58.81098304227942,2.128346365283897
2020-01-19,101.84960245168485,5492.919300354892,54.627262699583,2.0010527518621672
2020-01-20,101.03877414575992,5570.6010230401125,57.95142593203448,2.020120826984055
2020-01-21,106.99145804063355,1000.0318477733315,63.29886456367844,2.0002073658577957
2020-01-22,103.80438670298241,3033.711461178404,57.26283416456741,2.239189045373177
2020-01-23,104.58572649581683,3629.2847583880452,57.16287778400822,2.131020366934099
2020-01-24,101.79480892288588,980.0345514611657,48.25745258721663,2.0935267769139076
2020-01-25,103.74803225122854,38.9063768776052,42.94477380898046,1.7973605045052607
2020-01-26,105.24994558910454,2991.7903949258525,58.28570441793296,1.9779747246894508
2020-01-27,102.91617972956381,815.5546412768484,56.11404848808625,2.235563335628682
2020-01-28,106.15834698834203,1532.5967242520674,54.257502008783405,2.0655066144225347
2020-01-29,104.39312943877995,1969.8894533280861,58.291173464459156,2.192010316367504
2020-01-30,105.19710158650284,2590.084053483164,57.012431823960846,2.4155419920089214
2020-01-31,104.76173953741494,1286.8788778495762,63.19306055724879,2.2720953025680535
2020-02-01,109.85290964315536,2081.2749017038823,58.22316333191065,2.085139020807046
2020-02-02,106.30305203513853,3844.204052697112,54.29514335876863,1.9664415520174872
2020-02-03,104.39476684377256,213.88272886496839,63.21640335045453,1.5600602283973417
2020-02-04,108.3338265175264,440.5664142542413,57.41435142466006,2.0392226139653666
